fecha,planta_id,linea_id,familia_proceso,production_volume_ton,utilization_rate,sec_kwh_ton,sec_target_kwh_ton,cost_energy_per_unit,cost_energy_total,emissions_kg,availability_rate,quality_rate_proxy,oee_synthetic,n_desvios,n_paradas,horas_parada,loss_value_proxy_eur
2024-09-28,PLT_BIZ,PLT_BIZ_L02,TratamientoTermico,105.07129999999998,0.8326933333333334,564.4440499459662,700.3000000000001,3.462351832983767,6027.546700000001,12104.072380000001,0.8915000000000001,0.9604119999999999,0.7341686163865849,1,1,2.604,15586.944058631001
2024-10-10,PLT_BIZ,PLT_BIZ_L02,TratamientoTermico,120.6055,0.9820633333333335,531.9711167702054,700.2999999999998,3.446726573394303,7619.802900000001,13406.80077,1.0,0.9603296666666666,0.9431386383166668,2,0,0.0,9759.678395232
2024-11-02,PLT_BIZ,PLT_BIZ_L02,TratamientoTermico,118.70220000000002,0.92545,534.3682908240785,700.3000000000001,3.4428409604294923,6942.501400000001,13201.0314,1.0,0.9623066666666666,0.8905557369966668,0,0,0.0,9003.20032342
2024-11-24,PLT_BIZ,PLT_BIZ_L02,TratamientoTermico,92.4121,0.7965866666666667,653.4728286141748,700.2999999999998,4.453285425676456,7230.8721000000005,12102.661769999999,0.804375,0.9615170000000001,0.6559067805037917,2,1,4.695,22834.553903028
2025-03-01,PLT_BIZ,PLT_BIZ_L02,TratamientoTermico,103.15549999999999,0.9292766666666666,643.0782965298994,700.3000000000001,6.051592991542773,9628.428,13308.962359999998,0.8865416666666667,0.9638333333333334,0.8178607036498616,0,1,2.723,19581.667159696997
2025-03-10,PLT_BIZ,PLT_BIZ_L02,TratamientoTermico,119.43969999999999,1.0270666666666668,579.1607613470354,700.3000000000001,5.007267029861533,12000.176399999998,14284.390029999999,1.0,0.9575493333333333,0.9834094698666666,0,0,0.0,14273.084707678
2025-04-14,PLT_BIZ,PLT_BIZ_L02,TratamientoTermico,121.2984,1.0211033333333335,571.8432102499136,700.3000000000001,5.229771257467529,11264.0491,14426.359959999998,1.0,0.9622886666666667,0.9824857124699999,1,0,0.0,13447.695952490001
2025-05-30,PLT_BIZ,PLT_BIZ_L02,TratamientoTermico,118.58440000000002,1.0026433333333333,567.7392161874335,700.3000000000001,4.541689819403199,9964.567399999998,14055.51657,1.0,0.9624553333333333,0.9649671657266666,0,0,0.0,12095.469906422
2025-07-29,PLT_BIZ,PLT_BIZ_L02,TratamientoTermico,114.72930000000001,0.9945166666666667,570.3737534368748,700.3000000000001,3.9555804371105885,7994.685100000001,12816.77577,1.0,0.9594586666666666,0.95432136387,1,0,0.0,10057.867766119
2025-09-10,PLT_BIZ,PLT_BIZ_L02,TratamientoTermico,117.89090000000002,0.9962066666666667,546.0433441741899,700.3000000000001,4.166550873283647,7922.4188,13438.76811,1.0,0.9633596666666667,0.9596370872866666,2,0,0.0,9971.245026137
2025-10-20,PLT_BIZ,PLT_BIZ_L02,TratamientoTermico,114.3018,0.9794266666666668,565.0321402531661,700.3000000000001,4.299132381022015,8265.2592,13364.31138,1.0,0.9593203333333333,0.9396685532633332,1,0,0.0,10367.618893791
2025-11-20,PLT_BIZ,PLT_BIZ_L02,TratamientoTermico,121.2883,0.9961866666666666,545.4286028716272,700.2999999999998,3.70906344386677,8468.6869,13761.3771,1.0,0.9630553333333335,0.9593732953533333,0,0,0.0,10580.382586731997
2024-01-03,PLT_BIZ,PLT_BIZ_L03,Acabado,153.42249999999999,0.92333,466.35530198972606,507.04000000000013,2.9759678551999382,9479.294899999999,15506.864399999999,0.9180416666666668,0.9746720000000001,0.8454096593967227,1,0,0.0,11580.919916987
2024-01-26,PLT_BIZ,PLT_BIZ_L03,Acabado,170.4995,1.0105033333333335,414.13734183968444,507.04,3.5609521823565804,10479.278299999998,16035.510329999997,1.0,0.9728873333333334,0.9830792927866666,1,0,0.0,12811.719575653999
2024-02-11,PLT_BIZ,PLT_BIZ_L03,Acabado,169.7734,0.9903166666666667,411.0992138515805,507.04,2.6188599966716213,10216.4949,15768.810169999999,1.0,0.9799983333333334,0.97050742356,0,0,0.0,12268.420484822
2024-03-17,PLT_BIZ,PLT_BIZ_L03,Acabado,163.3625,0.9952899999999999,433.23314842085915,507.04,3.34003907108656,10388.648200000001,14650.01537,1.0,0.9752493333333332,0.9707545774733332,1,0,0.0,12478.376016117003
2024-03-24,PLT_BIZ,PLT_BIZ_L03,Acabado,166.4892,0.9447966666666668,418.2880749438369,507.04000000000013,3.162847653429532,10909.5041,14479.14712,1.0,0.9729586666666666,0.9192165261866668,1,0,0.0,13083.8447673
2024-04-08,PLT_BIZ,PLT_BIZ_L03,Acabado,124.92999999999999,0.8048633333333332,525.3810372241271,507.04,3.869528597772597,9891.050799999999,13459.868470000003,0.7939583333333333,0.9717423333333336,0.6360581922979741,1,2,4.945,31702.763693006
2024-05-24,PLT_BIZ,PLT_BIZ_L03,Acabado,170.35120000000003,1.01847,422.5289069784167,507.04000000000013,2.9286602659119296,10654.9251,14949.80545,1.0,0.9760993333333334,0.9939713595899998,1,0,0.0,12772.360281552998
2024-06-28,PLT_BIZ,PLT_BIZ_L03,Acabado,151.07160000000002,0.98294,471.2411310003036,507.04,3.4484766379659333,9843.934100000002,14751.966,0.9545416666666666,0.9746903333333333,0.9174910735311504,0,1,1.091,16292.530031818998
2024-08-24,PLT_BIZ,PLT_BIZ_L03,Acabado,166.2869,0.9528766666666665,391.0798102953341,507.04,2.0747904126368275,6480.1394,12713.61642,1.0,0.9765676666666665,0.9306632006266669,1,0,0.0,8372.372681681
2024-09-14,PLT_BIZ,PLT_BIZ_L03,Acabado,161.7458,0.9453466666666667,399.97998719600633,507.04000000000013,1.9120658851915595,6644.354699999999,13514.107450000001,1.0,0.9770279999999999,0.9236235170400001,0,0,0.0,8571.746600116
2024-11-12,PLT_BIZ,PLT_BIZ_L03,Acabado,164.2165,0.9993266666666667,419.37461258867125,507.04,2.6005965063191625,8849.7837,14302.061789999998,1.0,0.97154,0.9709020441799999,1,0,0.0,11049.526254900002
2024-12-16,PLT_BIZ,PLT_BIZ_L03,Acabado,169.1843,0.9536733333333333,382.02875373771377,507.04,3.0928469489978654,9036.870200000001,14619.9344,1.0,0.9747773333333333,0.9294428746566665,0,1,4.541,29437.989057961004
2024-12-30,PLT_BIZ,PLT_BIZ_L03,Acabado,168.93999999999997,0.9867066666666667,401.1488987232364,507.04000000000013,2.968003430819676,9317.0769,15279.818,1.0,0.9770466666666667,0.9640283698133333,0,1,4.31,28758.202201262007
2025-01-23,PLT_BIZ,PLT_BIZ_L03,Acabado,160.36109999999996,1.0037899999999997,450.43538665626625,507.04000000000013,3.7136276089957128,10277.3547,16279.182220000002,1.0,0.977699,0.9814352381633333,0,0,0.0,12407.764357621001
2025-03-29,PLT_BIZ,PLT_BIZ_L03,Acabado,158.6574,1.0224900000000001,452.08061237803275,507.04,3.7235506248610304,11057.238200000002,14958.944950000001,1.0,0.972921,0.99475247529,1,0,0.0,13221.976855895999
2025-04-25,PLT_BIZ,PLT_BIZ_L03,Acabado,162.93199999999996,1.0467533333333332,447.5817758110806,507.04,3.692075894956617,11103.546999999999,15204.586190000002,1.0,0.9733986666666666,1.01890492138,2,0,0.0,13308.659170088999
2025-07-28,PLT_BIZ,PLT_BIZ_L03,Acabado,157.24949999999998,0.9705533333333333,451.2553630711259,507.04,2.885479124318774,8644.411699999999,13842.797240000002,1.0,0.9748186666666666,0.9460801433733335,1,0,0.0,10654.003165468
2025-08-06,PLT_BIZ,PLT_BIZ_L03,Acabado,166.5695,1.01746,404.81142094602166,507.04000000000013,2.309928041743861,8030.442499999999,13228.33625,1.0,0.9762383333333332,0.9934025925133335,0,0,0.0,9982.039765746998
2025-09-24,PLT_BIZ,PLT_BIZ_L03,Acabado,159.5375,0.9745333333333335,428.77906514988695,507.04,2.4159324252083376,8584.348399999999,14101.5219,0.9812500000000002,0.9727926666666665,0.9306025808864997,3,0,0.0,10674.809840792002
2025-10-06,PLT_BIZ,PLT_BIZ_L03,Acabado,161.88639999999998,0.92387,421.1306955460357,507.04000000000013,2.7157852321696194,8449.606099999999,14184.06949,1.0,0.9784706666666666,0.9039367859,1,0,0.0,10378.048175682
2025-10-28,PLT_BIZ,PLT_BIZ_L03,Acabado,165.3747,0.9474566666666666,412.37475534542136,507.04,2.3567671663066556,8263.916099999999,14206.77839,1.0,0.9772056666666668,0.9256882080933334,0,0,0.0,10264.055976055999
2025-01-17,PLT_ALA,PLT_ALA_L01,Laminacion,200.34290000000001,0.9873866666666667,405.6264102607741,558.48,3.5890396687770827,11034.1369,18252.911350000002,1.0,0.9668770000000001,0.9547173179399998,0,0,0.0,13977.447653609
2025-02-15,PLT_ALA,PLT_ALA_L01,Laminacion,195.20880000000002,0.9759666666666665,412.4626359786617,558.48,4.3764061213908585,12057.059500000001,18080.082489999997,1.0,0.9712906666666665,0.9482611427599998,1,0,0.0,14769.951703295
2025-04-15,PLT_ALA,PLT_ALA_L01,Laminacion,194.99580000000003,1.0085533333333334,427.33665570485505,558.4799999999999,5.070309268943456,12387.654699999997,17113.171789999997,1.0,0.967806,0.97600367139,2,0,0.0,15147.029893505998
2025-04-28,PLT_ALA,PLT_ALA_L01,Laminacion,195.97289999999998,1.0369066666666666,425.7175619567201,558.48,5.861779998477101,12789.081900000001,17119.476020000002,1.0,0.9672746666666668,1.002991950893333,1,0,0.0,15578.141268854002
2025-07-10,PLT_ALA,PLT_ALA_L01,Laminacion,119.26649999999998,0.6070033333333333,1504.9858403491817,558.48,14.460450315082332,8086.337100000001,13049.71718,0.6447083333333333,0.9597213333333334,0.519277374948205,1,2,8.528,49823.052007652004
2025-07-18,PLT_ALA,PLT_ALA_L01,Laminacion,185.17679999999996,0.9849800000000001,423.90328996044235,558.4799999999999,3.9625409039173776,9233.6927,15353.07874,0.9812916666666665,0.9685999999999998,0.9370346005231466,1,1,0.449,13856.74835697
2025-08-05,PLT_ALA,PLT_ALA_L01,Laminacion,190.42059999999998,0.9808433333333334,421.77646198502856,558.4799999999999,3.590120819424984,9690.7327,15682.808799999999,1.0,0.9688353333333333,0.9502549487466667,0,0,0.0,12264.679031447
2025-09-11,PLT_ALA,PLT_ALA_L01,Laminacion,172.55800000000002,0.8574433333333333,461.631821279055,558.48,4.411408942332158,8897.7727,16044.972,0.9042916666666666,0.9657306666666665,0.7649011049623917,0,0,0.0,11481.703493745998
