sector_profile_id,fecha,planta_id,linea_id,familia_proceso,sector_process_family,sec,sec_sector_adjusted,sec_vs_benchmark,sector_benchmark_gap,oee_synthetic,availability_rate,loss_value_proxy,emissions_per_unit,emissions_per_unit_sector_adjusted
petronor,2024-01-01,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,409.33704180932097,442.0840051540667,-148.187958190679,590.2719633447457,0.9760670557233336,1.0,13568.713857408002,91.59141804030428,102.5823882051408
petronor,2024-01-02,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,430.73173443663336,465.1902731915641,-126.79326556336662,591.9835387549307,1.0051480352266666,1.0,14071.042155318,96.57527332576556,108.16430612485745
petronor,2024-01-03,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,428.24828203307567,462.5081445957218,-129.2767179669243,591.7848625626461,0.9409591619866666,1.0,13992.527454314,95.98960023829468,107.50835226689006
petronor,2024-01-04,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,414.9990278775378,448.19895010774087,-142.52597212246218,590.724922230203,0.96398723534,1.0,13675.089276068,92.6612305541894,103.78057822069214
petronor,2024-01-05,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,404.93011637464616,437.32452568461787,-152.59488362535382,589.9194093099717,0.9394460357533334,1.0,13734.740949312,90.87850199713796,101.78392223679452
petronor,2024-01-06,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,397.71399115153446,429.53111044365727,-159.81100884846552,589.3421192921228,0.9507686097,1.0,12357.99407503,89.21528139726884,99.92111516494111
petronor,2024-01-07,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,384.79402871153223,415.57755100845486,-172.73097128846774,588.3085222969225,0.9780490970533332,1.0,11636.892710053002,86.18272971634184,96.52465728230287
petronor,2024-01-08,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,420.3056123376798,453.93006132469424,-137.21938766232017,591.1494489870145,0.9246539729933332,1.0,13863.935770874,93.50123373497028,104.72138178316673
petronor,2024-01-09,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,402.9960824867321,435.2357690856707,-154.52891751326786,589.7646865989386,0.9831004825666666,1.0,13398.468454785,90.48927205480926,101.34798470138638
petronor,2024-01-10,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,411.6328476044075,444.56347541276017,-145.89215239559246,590.4556278083526,0.94978204928,1.0,13843.598447566,92.19149718638356,103.25447684874959
petronor,2024-01-11,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,414.7560656736569,447.9365509275495,-142.76893432634313,590.7054852538927,0.9942293184766666,1.0,14428.617633573002,93.01337669247005,104.17498189556646
petronor,2024-01-12,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,431.1781649652385,465.67241816245763,-126.34683503476144,592.0192531972191,0.9407444111,1.0,13929.651556071,96.78310760660588,108.3970805193986
petronor,2024-01-13,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,409.1166947486193,441.84603032850885,-148.40830525138068,590.2543355798896,0.9418986063033334,1.0,13029.308994552,91.96215668248928,102.997615484388
petronor,2024-01-14,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,403.14073088504045,435.39198935584375,-154.38426911495952,589.7762584708032,0.9479077282566668,1.0,12170.648652108,90.12668483824064,100.94188701882952
petronor,2024-01-15,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,410.1619026276801,442.97485483789455,-147.36309737231988,590.3379522102144,0.97037589012,1.0,13666.085905614,91.88734931219044,102.9138312296533
petronor,2024-01-16,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,431.3730350064017,465.8828778069139,-126.15196499359826,592.0348428005121,0.96751303509,1.0,14223.057573804002,96.65713379065063,108.25598984552872
petronor,2024-01-17,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,428.1553479215375,462.4077757552605,-129.36965207846248,591.777427833723,1.0087544249133331,1.0,14531.711448644,96.05855051286385,107.58557657440751
petronor,2024-01-18,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,403.37970546521825,435.6500819024357,-154.14529453478173,589.7953764372174,0.9778991007533334,1.0,14568.213046292,90.44954522486104,101.30349065184437
petronor,2024-01-19,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,417.9326716148116,451.36728534399657,-139.5923283851884,590.959613729185,0.9675180008666664,1.0,14752.746016807,93.44212777532044,104.65518310835891
petronor,2024-01-20,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,416.6238053456673,449.95370977332067,-140.9011946543327,590.8549044276533,0.9608066113066666,1.0,13165.304573742002,93.11512668674062,104.28894188914951
petronor,2024-01-21,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,481.89598689608914,520.4476658477763,-75.62901310391084,596.0766789516872,0.791234442485,0.9166666666666666,13026.648411741,104.50305029593304,117.04341633144502
petronor,2024-01-22,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,446.35171324705897,482.0598503068237,-111.173286752941,593.2331370597647,0.9048832767691084,0.95375,28111.580767648,98.93566763124298,110.80794774699214
petronor,2024-01-23,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,423.1057859692007,456.9542488467368,-134.41921403079925,591.373462877536,0.9906576885533332,1.0,14351.580094000998,95.04534464041912,106.45078599726942
petronor,2024-01-24,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,415.7522447764441,449.01242435855966,-141.77275522355586,590.7851795821155,0.9685769084533334,1.0,14354.802002762,92.8055302654093,103.94219389725843
petronor,2024-01-25,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,423.5666817430569,457.45201628250146,-133.95831825694307,591.4103345394445,0.9709619027733336,1.0,14460.183449699,95.478430047331,106.93584165301073
petronor,2024-01-26,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,426.891899027899,461.0432509501309,-130.63310097210098,591.6763519222319,1.01463075,1.0,14321.559257256,95.8131993036616,107.310783220101
petronor,2024-01-27,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,405.2153819029664,437.63261245520374,-152.3096180970336,589.9422305522373,0.9154982546633332,1.0,13051.4489744,90.92533784502643,101.83637838642962
petronor,2024-01-28,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,415.5727645804832,448.8185857469219,-141.9522354195168,590.7708211664387,0.9478784344733332,1.0,13486.442928317,93.2582881908499,104.44928277375189
petronor,2024-01-29,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,423.2070003419538,457.06356036931015,-134.31799965804618,591.3815600273563,0.9677205785333336,1.0,14510.294285185,95.24946814973084,106.67940432769856
petronor,2024-01-30,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,404.4054946616977,436.7579342346335,-153.1195053383023,589.8774395729358,0.9825542196433332,1.0,14767.418351697,90.79367662721836,101.68891782248457
petronor,2024-01-31,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,434.6928506256488,469.46827867570073,-122.83214937435122,592.300428050052,0.9694039970966668,1.0,14568.12071712,97.68796854615393,109.41052477169241
petronor,2024-02-01,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,430.4013576192228,464.83346622876064,-126.4406423807772,591.2741086095378,0.9438147973433332,1.0,15440.359373934,96.4817678376646,108.05957997818437
petronor,2024-02-02,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,424.8682856586852,458.85774851138,-131.9737143413148,590.8314628526948,1.0019745499066668,1.0,15982.242274065002,95.16548254392976,106.58534044920134
petronor,2024-02-03,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,391.4515578906773,422.7676825219315,-165.3904421093227,588.1581246312542,0.96182114748,1.0,13044.569977096997,87.54541416139583,98.05086386076333
petronor,2024-02-04,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,483.1953166745176,521.850942008479,-73.64668332548234,595.4976253339614,0.7965530424773085,0.8998750000000001,13881.267448202,102.55711434774877,114.86396806947863
petronor,2024-02-05,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,411.73458819820627,444.6733552540628,-145.10741180179372,589.7807670558566,0.9754989044033334,1.0,27015.852287987,92.41680383431934,103.50682029443767
petronor,2024-02-06,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,937.912271342008,1012.9452530493687,381.070271342008,631.8749817073607,0.6814260580183333,0.75,14797.969631474,127.19669658059496,142.46030017026638
petronor,2024-02-07,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,423.6230170219796,457.512858383738,-133.2189829780204,590.7318413617584,0.8533391631450833,0.9224583333333336,50578.952616441005,94.15631274793805,105.45507027769062
petronor,2024-02-08,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,426.6761958047212,460.81029146909896,-130.16580419527878,590.9760956643777,0.98123974476,1.0,15933.219978446,95.79881701739528,107.29467505948273
petronor,2024-02-09,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,653.9412296359005,706.2565280067727,97.09922963590054,609.1572983708721,0.7292527096739999,0.8166666666666665,15621.872021754,125.09703977649583,140.10868454967536
petronor,2024-02-10,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,395.1327711019399,426.74339279009513,-161.70922889806008,588.4526216881552,0.8068681032470133,0.9203333333333332,42412.3195521,86.9468728666384,97.38049761063502
petronor,2024-02-11,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,413.1707737741333,446.224435676064,-143.67122622586675,589.8956619019307,1.013299424866667,1.0,13845.043158292005,92.7630033770642,103.8945637823119
petronor,2024-02-12,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,414.1338597214082,447.2645684991209,-142.70814027859177,589.9727087777127,0.9998192269333336,1.0,15361.182763352,92.89458363822476,104.04193367481174
petronor,2024-02-13,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,433.8240661028671,468.52999139109653,-123.01793389713288,591.5479252882294,0.9801813211866666,1.0,15456.942728836,97.36150822179566,109.04488920841115
petronor,2024-02-14,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,424.3136638191484,458.2587569246803,-132.52833618085157,590.7870931055319,0.9898021763033332,1.0,16120.485710355002,95.34063745121612,106.78151394536206
petronor,2024-02-15,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,538.082576353868,581.1291824621775,-18.75942364613195,599.8886061083094,0.4500529065469334,0.5513333333333333,62835.24056727402,152.8868419720931,171.23326300874427
petronor,2024-02-16,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,424.39255671864584,458.3439612561375,-132.44944328135415,590.7934045374916,1.00193697258,1.0,16327.376304309002,95.43012970668138,106.88174527148315
petronor,2024-02-17,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,417.0725899865664,450.43839718549174,-139.76941001343363,590.2078071989254,0.96242900421,1.0,14083.446395967,92.81235802979548,103.94984099337094
petronor,2024-02-18,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,407.37746293531046,439.96765997013534,-149.46453706468952,589.4321970348249,0.97936341008,1.0,14053.269940579,91.98799961366969,103.02655956731006
petronor,2024-02-19,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,432.6868732232976,467.30182308116144,-124.1551267767024,591.4569498578638,1.00687402874,1.0,16429.785932132,97.34859920342356,109.0304311078344
petronor,2024-02-20,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,437.1063070910091,472.0748116582899,-119.73569290899088,591.8105045672808,0.9966731428866668,1.0,16647.907161652,97.6170008819509,109.33104098778502
petronor,2024-02-21,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,430.3142944813615,464.7394380398705,-126.52770551863848,591.267143558509,0.9714678744733334,1.0,15848.724458658002,96.4799217750378,108.05751238804234
petronor,2024-02-22,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,409.16413987308033,441.8972710629268,-147.67786012691963,589.5751311898464,0.9973364863,1.0,16214.455250125002,92.1585886862164,103.21761932856238
petronor,2024-02-23,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,433.1850925598034,467.83989996458774,-123.65690744019656,591.4968074047842,0.97483278656,1.0,16005.228194932,96.85060395355632,108.47267642798309
petronor,2024-02-24,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,400.745655853905,432.80530832221746,-156.09634414609496,588.9016524683125,1.008185776,1.0,13922.152283108,89.7810018858496,100.55472211215157
petronor,2024-02-25,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,418.7129427879699,452.2099782110075,-138.12905721203003,590.3390354230376,0.9820529166166666,1.0,14424.937855196,93.73552883550468,104.98379229576526
petronor,2024-02-26,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,607.2397656658998,655.8189469191718,50.39776566589978,605.421181253272,0.6174210012274534,0.7503333333333333,42105.936446282,114.76709241722006,128.53914350728647
petronor,2024-02-27,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,443.3890446147803,478.86016818396274,-113.4529553852197,592.3131235691824,0.9991525355366666,1.0,16541.584803883998,98.96348017303194,110.83909779379579
petronor,2024-02-28,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,410.27886346611626,443.1011725434056,-146.56313653388372,589.6643090772893,0.98579763616,1.0,16517.543654309,91.78956997548926,102.80431837254798
petronor,2024-02-29,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,428.61821772125427,462.90767513895463,-128.22378227874572,591.1314574177004,1.0071268106499998,1.0,16211.186945833002,96.39408467308454,107.96137483385469
petronor,2024-03-01,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,420.0282318663067,453.6304904156113,-129.32276813369327,582.9532585493046,0.9638249930266668,1.0,16005.241946320002,87.18984421657791,97.65262552256726
petronor,2024-03-02,PLT_ALA,PLT_ALA_L01,Laminacion,Unidades de Conversión,422.9115504028893,456.7444744351205,-126.4394495971107,583.1839240322312,0.93116954589,1.0,14796.421857188,87.53452003584499,98.0386624401464
